n, m, k, value, time, valid, solution
50, 10, 4, 47115.6890, 1200.3543, 1, 0 0 1 1 1 0 0 1 0 2 0 2 3 3 3 2 3 2 3 3 3 2 3 0 2 1 1 2 3 1 1 2 2 1 2 0 0 0 1 3 1 3 2 1 2 2 0 0 3 1 
50, 15, 4, 72527.8420, 1200.8368, 1, 0 1 1 0 0 2 1 2 0 2 2 2 3 0 1 3 0 2 1 3 1 2 3 1 0 2 1 0 3 3 0 0 0 3 0 0 1 3 1 3 3 2 3 1 2 1 2 3 2 2 
50, 20, 4, 97551.7420, 1200.2044, 1, 0 1 2 2 0 3 0 1 2 1 3 2 3 3 3 1 1 2 2 1 0 0 3 3 2 3 0 0 1 1 1 0 0 3 2 1 3 3 2 3 2 0 0 1 0 2 3 1 0 2 
100, 2, 4, 33.3580, 1200.2402, 1, 0 1 1 1 1 2 1 1 3 0 1 1 2 1 3 0 0 0 3 0 2 0 1 3 1 0 3 3 2 2 2 0 3 0 2 3 3 0 3 3 1 0 0 1 1 1 0 2 2 2 0 2 3 2 3 1 3 3 3 0 1 3 3 2 1 2 2 2 1 2 0 0 0 3 0 1 2 3 1 2 2 1 3 0 2 2 0 2 1 3 0 3 2 0 3 1 0 3 2 1 
100, 3, 4, 563.2090, 1200.8100, 1, 0 1 1 2 0 2 0 1 1 2 1 0 0 0 0 3 3 3 0 1 2 0 2 2 0 1 3 2 2 1 0 2 1 1 2 2 1 1 1 1 3 1 3 2 1 3 3 0 2 3 0 2 3 2 2 1 2 0 3 3 3 0 0 1 2 2 2 1 2 1 3 3 0 0 0 2 1 0 2 3 1 1 0 3 0 1 1 0 3 3 2 0 1 3 3 0 3 3 0 3 
100, 4, 4, 2089.7950, 1200.4544, 1, 0 0 1 2 1 3 2 1 3 0 3 2 2 1 3 2 3 0 0 3 1 0 1 2 2 3 0 1 3 3 3 1 1 1 3 0 1 1 1 2 1 3 2 2 2 1 1 0 3 1 2 3 2 0 0 2 2 0 0 3 0 3 0 1 1 0 3 1 3 3 0 2 2 0 0 2 1 1 3 3 1 0 2 3 0 2 2 0 3 0 0 1 2 2 2 2 0 0 1 1 
100, 5, 4, 4830.0410, 1200.7443, 1, 0 1 1 0 2 2 0 2 0 2 3 0 3 2 2 2 0 1 3 3 1 3 2 0 3 3 1 1 1 2 3 1 1 2 2 0 0 3 1 2 1 0 2 1 3 2 0 0 3 3 1 3 3 1 1 0 1 3 1 2 0 1 0 2 0 3 2 0 3 3 2 0 1 3 0 3 0 0 0 3 2 2 1 1 3 0 1 3 3 1 1 1 2 2 2 3 0 2 0 1 
100, 10, 4, 27293.6510, 1200.3253, 1, 0 0 1 2 2 3 3 2 1 0 1 2 0 1 1 3 2 1 1 3 3 2 2 1 0 0 2 1 3 2 2 3 2 0 3 1 3 1 2 3 0 2 0 0 1 1 2 1 0 2 0 3 3 1 2 2 3 1 2 0 0 3 0 2 3 3 1 2 3 1 0 3 2 3 1 1 1 0 3 1 3 0 0 3 0 1 0 0 3 1 3 2 2 3 0 2 0 1 2 0 
100, 15, 4, 60283.3030, 1200.9606, 1, 0 1 1 2 2 2 2 2 1 1 0 1 2 1 0 3 1 3 3 1 0 1 1 0 1 2 0 0 1 2 1 2 2 2 3 1 0 1 0 2 3 3 0 3 0 3 3 0 3 2 3 0 0 3 0 1 0 0 3 3 1 2 3 3 1 0 1 3 2 2 1 3 2 2 0 0 0 3 0 2 2 0 1 1 1 3 3 1 3 2 2 3 1 2 2 3 2 0 3 0 
100, 20, 4, 83378.1420, 1200.7876, 1, 0 0 1 2 1 1 1 2 2 0 2 3 2 1 1 1 2 2 3 1 3 3 0 0 1 3 3 2 3 3 3 0 3 0 3 1 0 3 3 0 2 3 3 0 0 1 2 2 2 3 2 0 1 0 0 1 0 1 1 1 0 1 1 2 3 0 2 1 1 1 3 1 0 2 2 2 3 0 1 2 0 2 2 1 3 2 0 0 2 2 3 3 3 3 1 0 0 2 3 0 
